source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro
1173170115039665280,219.20054461494493,9.148934123427434,0.1736067166814473,700.0,0.01,10.340838590133727,41.75769230769232,3.6432885906040275,1.57804731126916,1.388446,True,True,36.49785,9.266,9.103,8.961,8.701
1176721606316766720,216.0309398655185,9.308761707330529,0.1337520653115373,700.0,0.01,9.968575039671887,33.928125,3.730927835051547,1.6692868785184996,1.2751328,True,True,50.737328,9.832,9.692,9.537,8.878
3714808649869917056,204.28078383014304,5.304495266179832,0.05900208189511777,130.50847457627117,0.26010046434689327,10.963664904215827,3.705460750853243,6.3122093023255825,0.8494704851848083,1.0445807,True,True,278.74316,14.306,14.134,12.0,8.059
1161002781927857024,224.3897607683041,7.23186778384405,0.16921645419360618,140.67796610169492,0.0643653407681979,9.305832204697271,12.198876404494383,13.743037974683546,0.7676634789299858,1.0663956,True,True,185.57162,11.962,11.834,10.889,7.279
3673984435965535744,212.91827266898883,7.034997385516912,0.09082094389774689,161.01694915254237,0.011678516340565069,6.793095270844056,10.966666666666667,5.868648648648649,0.5366353640029651,0.9654263,True,True,291.17303,11.735,11.784,10.916,8.224
3717233966362385792,199.29123932352235,5.217151325525616,0.10288369941738096,100.0,0.01,5.732411331378783,7.004516129032258,3.606976744186047,0.7248332762123387,1.019935,True,True,275.01117,11.096,11.147,11.031,8.312
5767735706632639616,253.00730552611108,-84.3568642853101,0.036570010578643064,120.33898305084746,0.029628775900825636,9.973255688776495,4.659656652360515,3.7437931034482763,0.9227300218402172,0.98925483,True,True,175.06062,12.503,12.36,11.951,8.812
5782056433274060288,237.16444900449343,-73.99893971733559,0.04158376060634614,100.0,0.01,7.2890786929857505,9.123529411764707,3.5831683168316837,0.5227175630538814,1.0900145,True,True,241.77515,11.526,11.566,11.378,8.895
5776166963655063040,260.8989008704494,-80.220835395427,0.14093485549718127,100.0,0.01,7.003930425076819,40.211111111111116,14.87260273972603,1.059910791666317,0.89800465,True,True,87.962166,9.165,9.245,9.061,7.01
5767295901981892096,253.2231138539024,-85.28077913892275,0.05123863612778373,100.0,0.01,10.34465727955174,13.91923076923077,3.606976744186047,1.2212352139712395,1.1344365,True,True,83.29155,11.204,11.022,10.779,8.861
5779293394908681984,233.1045632602212,-79.00678808206723,0.12005478946875955,100.0,0.04041001900131407,12.203982473468885,4.3428,3.6190000000000007,1.6621549353690634,1.004192,True,True,77.168686,12.409,12.208,12.235,8.889
1139199054033483008,120.10579894650544,80.04267486884959,0.036076943618079865,110.16949152542372,0.018601616690726987,9.630968078424916,7.810791366906475,3.571381578947369,1.0427719561826148,1.0614647,True,True,152.02296,11.908,11.786,11.592,8.796
